ID,TITRE_DOSSIER,N_PIECES;,DATE;,OBSERVATIONS,CONTENU;,ANA_DIPLOM,CLI_FOUR;,L'INTERIEUR_DE_LA_COUR_DU_SIEGE,SIEGE_DE_LA_SONABHY,SONABHY,CONTRE_L'INCENDIE,AUX_COMPTES_I,AUX_COMPTES_II,AUX_COMPTES_III,INCENDIE_I,INCENDIE_II,WAGONS-CITERNES_A_BINGO_I,WAGONS-CITERNES_A_BINGO_II,DEPOT_DE_BOBO,"""TITRE_DOSSIER","DATE;""",BINGO,BINGO_II,SIEGE,II,AU_DEPOT,DU_SIEGE,DE_COMPTE,COMPTABILITE,
1581,GRAND LIVRE CONSOLIDE COMPTE COB001-FOK015,,2000,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1582,GRAND LIVRE COMPTE FOK017-POO900,,2000,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1583,GRAND LIVRE COMPTE 101000-599000,,2000,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1584,GRAND LIVRE COMPTE 601106-918200,,2000,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1585,STOCKS VALEUR AU 31-12-2000,,"DECEMBRE, 2000",,"STOCK, VALEUR",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1586,SITUATION STOCKS BINGO-BOBO,,2000,,"SITUATION, STOCK",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1587,STOCKS-FACTURES-ACHATS,,2000,,"STOCK, FACTURE, ACHAT",(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1588,STOCKS VALEUR AU 31-12-2001,,"DECEMBRE, 2001",,"STOCK, VALEUR",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1589,ETATS STOCKS BOBO,,2001,,"STOCK, PRODUIT PETROLIER",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1590,ETATS STOCKS BINGO,,2001,,"STOCK, PRODUIT PETROLIER",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1591,SITUATION STOCKS BOBO,,2001,,"SITUATION, STOCK",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1592,STOCKS-FACTURES-ACHATS,,"DECEMBRE, 2001",,"STOCK, FACTURE, ACHAT",(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1593,STOCKS-FACTURES-ACHATS,,"DECEMBRE, 2001",,"STOCK, FACTURE, ACHAT",(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1594,ETATS DE SALAIRE,,"JUILLET-DECEMBRE, 2001",,"SALAIRE, SONABHY",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1595,BORDEREAUX D'ENVOI DE CHEQUES,,1998,,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1596,BORDEREAUX D'ENVOI DE CHEQUES,,1999,,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1597,BORDEREAUX D'ENVOI DE CHEQUES,,"JUILLET-MARS, 1999-2000",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1598,BORDEREAUX D'ENVOI DE CHEQUES,,"AVRIL-JUIN, 2000",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1599,BORDEREAUX D'ENVOI DE CHEQUES,,"JUILLET-SEPTEMBRE, 2000",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1600,BORDEREAUX D'ENVOI DE CHEQUES,,"OCTOBRE-DECEMBRE, 2000",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1601,BORDEREAUX D'ENVOI DE CHEQUES,,"JANVIER-MARS, 2001",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1602,BORDEREAUX D'ENVOI DE CHEQUES,,2001,,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1603,BORDEREAUX D'ENVOI DE CHEQUES,,"JANVIER-AVRIL, 2002",,"CHEQUE, FINANCE, FACTURE",(BORDEREAU D'ENVOI),,,,,,,,,,,,,,,,,,,,,,,,
1604,QUITTANCES,,"JANVIER-JUILLET, 2003",,"QUITTANCE, DOUANE, PRODUIT PETROLIER",(QUITTANCE),,,,,,,,,,,,,,,,,,,,,,,,
1605,QUITTANCES,,"AVRIL-OCTOBRE, 2002",,"QUITTANCE, DOUANE, PRODUIT PETROLIER",(QUITTANCE),,,,,,,,,,,,,,,,,,,,,,,,
1606,COURRIER ARRIVEE N°8,,"JUIN-NOVEMBRE, 2001",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1607,COURRIER ARRIVEE N°8(bis),,"NOVEMBRE-MARS, 2001-2002",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1608,COURRIER ARRIVEE N°9,,"MARS-AOUT, 2002",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1609,COURRIER ARRIVEE N°10,,"SEPTEMBRE-DECEMBRE, 2002",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1610,COURRIER ARRIVEE N°11,,"JANVIER-MAI, 2003",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1611,COURRIER ARRIVEE N°12,,"MAI-SEPTEMBRE, 2003",,LETTRE ARRIVEE,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1612,COURRIER DEPART N°3,,2000,,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1613,COURRIER DEPART N°4: 01/001 A 01/064,,"JANVIER-SEPTEMBRE, 2001",,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1614,COURRIER DEPART N°5: 01/065 A 02/065,,"OCTOBRE-DECEMBRE, 2001-2002",,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1615,COURRIER DEPART N°12: 00/348 A 01/093,,"MAI-JANVIER, 2000-2001",,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1616,COURRIER DEPART N°13: 01/027 A 01/1005,,2001,,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1617,COURRIER DEPART N°14: 01/1014 A 02/1092,,2001-2002,,LETTRE DEPART,(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1618,,,1999-2002,,,"(PROCES VERBAL, COMPTE RENDU, RAPPORT)",,,,,,,,,,,,,,"PROCES VERBAUX; COMPTES RENDUS; RAPPORTS DIVERS""",,,,,,,,,,
1619,NOTES DE SERVICE: 99/746 A 02/360,,"SEPTEMBRE-AVRIL, 1999-2002",,,(NOTE DE SERVICE),,,,,,,,,,,,,,,,,,,,,,,,
1620,BULLETIN DE PAIE,,"JANVIER-JUILLET, 1995",,"SALAIRE, PERSONNEL, SONABHY",(BULLETIN DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
1621,TRAITEMENT DE SALAIRE,,"13è - MAI, 2000-2001",,"SALAIRE, PERSONNEL, SONABHY","(LIVRE DE PAIE, ETAT, FICHE, COURRIER)",,,,,,,,,,,,,,,,,,,,,,,,
1622,TRAITEMENT DE SALAIRE,,"JUIN-NOVEMBRE, 2001",,"SALAIRE, SONABHY, PERSONNEL","(LIVRE DE PAIE, ETAT, FICHE, COURRIER)",,,,,,,,,,,,,,,,,,,,,,,,
1623,TRAITEMENT DE SALAIRE,,"DECEMBRE, 2001",,"SALAIRE, PERSONNEL, SONABHY","(LIVRE DE PAIE, ETAT, FICHE, COURRIER)",,,,,,,,,,,,,,,,,,,,,,,,
1624,,,1997,,"SALAIRE, PRESONNEL, SONABHY","(LIVRE DE PAIE, ETAT)",,,,,,,,,,,,,,"LIVRE DE PAIE; ETAT DE REVERSEMENT BANQUE""",,,,,,,,,,
1625,LIVRE DE PAIE,,1998,,"SALAIRE, PERSONNEL, SONABHY",(LIVRE DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
1626,LIVRE DE PAIE,,,,"SALAIRE, PRESONNEL, SONABHY",(LIVRE DE PAIE),,,,,,,,,,,,,,,"JANVIER-AVRIL; DECEMBRE, 1999""",,,,,,,,,
1627,LIVRE DE PAIE,,2000-2003,,"SALAIRE, PERSONNEL, SONABHY",(LIVRE DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
1628,FICHES INDIVIDUELLES DU PERSONNEL,,1998-1999,,"PERSONNEL, SALAIRE, SONABHY",(FICHE),,,,,,,,,,,,,,,,,,,,,,,,
1629,FICHES INDIVIDUELLES DU PERSONNEL,,2000-2001,,"SALAIRE, PERSONNEL, SONABHY",(FICHE),,,,,,,,,,,,,,,,,,,,,,,,
1630,FICHE DE FORMATION,,1997-2002,,"FORMATION, SEMINAIRE, PERSONNEL, SONABHY",(FICHE),,,,,,,,,,,,,,,,,,,,,,,,
1631,LETTRE DEPART N°02/566 A 03/475,,"JUILLET-JUIN, 2002-2003",,"COURRIER DEPART, PERSONNEL",(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1632,VIREMENTS DE SALAIRE,,"MAI-DECEMBRE, 2002",,"SALAIRE, PERSONNEL, SONABHY, VIREMENT",(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1633,"CONGES ANNUELS, CONGES DE MATERNITE",,1996-2002,,"PRESONNEL, CONGE, SONABHY",(DECISION),,,,,,,,,,,,,,,,,,,,,,,,
1634,CNSS ET IUTS,,"AOYT-MAI, 1999-2003",,"PERSONNEL, SONABHY, CAISSE NATIONALE DE SECURITE",(ETAT),,,,,,,,,,,,,,,,,,,,,,,,
1635,ORDRE DE MISSION 00/001 A 03/092,,2000-2003,,"MISSION, PERSONNEL, SONABHY",(ORDRE/MISSON),,,,,,,,,,,,,,,,,,,,,,,,
1636,COURRIER ARRIVEE EXTERNE,,2001-2003,,"COURRIER, PERSONNEL, SONABHY",(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1637,DEMANDES DE STAGE ET D'EMPLOI,,2002-2003,,"STAGE DE FORMATION, EMPLOI, SONABHY",(LETTRE),,,,,,,,,,,,,,,,,,,,,,,,
1638,BOGUE AN 2000,,1999,,"BOGUE, 2000, INFORMATIQUE, SONABHY","(LETTRE, PLAN, NOTE, COMPTE RENDU)",,,,,,,,,,,,,,,,,,,,,,,,
1639,APPELS D'OFFRE COMMISSAIRES AUX COMPTES III:,,2002,,"COMMISSAIRE AUX COMPTES, SONABHY, SOFIDEC, SECCAPI",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1640,APPEL D'OFFRE VEHICULE INCENDIE I: BURKINA,,2003,,"VEHICULE INCENDIE, BURKINA SECURITE, HICOMEX",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1641,APPEL D'OFFRE VEHICULE INCENDIE: DIACFA,,2003,,"VEHUICULE INCENDIE, DIACFA",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1642,APPEL D'OFFRE RAMPE DE DEPOTAGE WAGONS-CITERNES,,2003,,"RAMPE DE DEPOTAGE, WAGON-CITERNE, BINGO, SERT,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,"SERT, SOFITAM, ETABLISSEMENT LE GRAND",,,,,,,,
1643,APPEL D'OFFRE RAMPE DE DEPOTAGE WAGONS-CITERNES,,2003,,"RAMPE DE DEPOTAGE, WAGON-CITERNE, BINGO, ECOCO, AMG,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,"ECOCO, AMG, EERI-BF",,,,,,,
1644,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, BTM",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,BTM,,,,,,
1645,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU SIEGE,,2003,,"EXTENSION, SONABHY, IMMEUBLE, BTM",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,BTM,,,,,
1646,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SIMEEEL, COBODIM",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"SIMEEEL, COBODIM",,,,,,
1647,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, CFAO TECHNOLOGIE,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"CFAO TECHNOLOGIE, SCIMAS",,,,,,
1648,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, OMA SENISOT, DIACFA",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"OMA SENISOT, DIACFA",,,,,,
1649,APPEL D'OFRE POUR L'EXTENSION DES BUREAUX DU SIEGE:,,2003,,"EXTENSION, SONABHY, IMMEUBLE, BURKINA REGULATION",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1650,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SOGETEL, FTF",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"SOGETEL, FTF",,,,,,
1651,APPEL D'OFFRE POUR L'EXTENSION DES BUREAU DU SIEGE:,,2003,,"EXTENSION, SONABHY, IMMEUBLE, HACOM",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1652,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DUSIEGE:,,2003,,"EXTENSION, SONABHY, IMMEUBLE, HACOM",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1653,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SOZARO, CONNEXITY",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"SOZARO, CONNEXITY",,,,,,
1654,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, EODA",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,EODA,,,,,,
1655,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, EODA",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,EODA II,,,,,,
1656,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, FADOUL TECHNIBOIS",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,FADOUL TECHNIBOIS I,,,,,,
1657,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, FADOUL TECHNIBOIS",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,FADOUL TECHNIBOIS II,,,,,,
1658,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, NETENDEC, ELECTRO",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"NETENDEC, ELECTRO INTERNATIONAL",,,,,,
1659,APPEL D'OFFRE POUR L'EXTENSION DES BUREUX DU SIEGE:,,2003,,"EXTENSION, SONABHY, IMMEUBLE, TECNICO SERVICE,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1660,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, ECHA, VMAP",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,"ECHA, VMAP",,,,,,
1661,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SOL CONFORT ET DECOR",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,SOL CONFORT ET DECOR I,,,,,,
1662,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SOL CONFORT ET DECOR",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,SOL CONFORT ET DECOR,,,,,,
1663,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SAEL",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,SAEL I,,,,,,
1664,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, SAEL",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,SAEL II,,,,,,
1665,APPEL D'OFFRE POUR L'EXTENSION DES BUREAUX DU,,2003,,"EXTENSION, SONABHY, IMMEUBLE, EIEF",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,EIEF,,,,,,
1666,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE:,,2003,,"FOURNITURE, BINGO, VEHICULE INCENDIE",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1667,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE,,2003,,"FOURNITURE, BINGO, VEHICULE INCENDIE",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,"SOPAM, SEAB, PPI, HICOMEX",,,,
1668,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE:,,2003,,"FOURNITURE, BINGO, VEHICULE INCENDIE",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1669,APPEL D'OFFRE POUR REALISATION DE TRAVAUX A BINGO:,,2003,,"CONSTRUCTION LOCAL DE SECURITE ET PARKING,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1670,APPEL D'OFFRE POUR DEPLACEMENT DU GROUPE ELECTROGENE,,2003,,"RECONSTRUCTION, SIEGE, LOCAL , GROUPE ELECTROGENE,",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,"PPI, EODA, SAEL",,,
1671,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE:,,2003,,"EXTENSION, SONABHY, IMMEUBLE",(APPEL D'OFFRE),,,,,,,,,,,,,,,,,,,,,,,,
1672,AUDIT RESSOURCES HUMAINES,,1998-1999,,"AUDIT, RESSOURCES HUMAINES, SONABHY, IBM, CAPANA,","(COMPTE RENDU, FAX, NOTE DE SERVICE, ORGANIGRAMME,",,,,,,,,,,,,,,,,,,,,,,,,
1673,AUDIT DES COMPTES 1996-1997,,1997-1998,,"AUDIT, COMPTABILITE, CONTROLE INTERNE, FINANCE,","(CORRESPONDANCE, RAPPORT, CV)",,,,,,,,,,,,,,,,,,,,,,,,
1674,COURRIER: DEMANDE D'AIDE,,2002-2003,,"AIDE, SPONSOR, SONABHY",(LETTRE ARRIVEE),,,,,,,,,,,,,,,,,,,,,,,,
1675,CAISSE N°001 A 010,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1676,CAISSE N°011 A 024,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1677,CAISSE N°025 A 034,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1678,CAISSE N°034 A 045,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1679,CAISSE N°046 A 054,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1680,CAISSE N°055 A 067,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1681,CAISSE N°068 A 081,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1682,CAISSE N°082 A 096,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1683,CAISSE N°097 A 107,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1684,CAISSE N°108 A 118,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1685,CAISSE N°119 A 130,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1686,CAISSE N°131 A 143,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1687,CAISSE N°144 A 156,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1688,CAISSE N°157 A 167,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1689,CAISSE N°168 A 179,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1690,CAISSE N°180 A 192,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1691,CAISSE N°193 A 200,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1692,CAISSE N°2001 A 214,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1693,CAISSE N°215 A 228,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1694,CAISSE N°229 A 242,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1695,CAISSE N°243 A 251,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1696,CAISSE N°252 A 264,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1697,CAISSE N°265 A 276,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1698,CAISSE N°277 A 292,,2003,,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1699,BIB JANVIER 2003,,2003,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1700,BIB FEVRIER I 2003,,"FEVRIER I, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1701,BIB FEVRIER II,,"FEVRIER II, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1702,BIB FEVRIER III,,"FEVRIER III, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1703,BIB MARS I,,"MARS I, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1704,BIB MARS II,,"MARS II, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1705,BIB MARS III,,"MARS III, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1706,BIB AVRIL,,"AVRIL, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1707,BIB MAI I,,"MAI I, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1708,BIB MAI II,,"MAI II, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1709,BIB MAI III,,"MAI III, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1710,BIB JUIN,,"JUIN, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1711,BIB JUILLET,,"JUILLET, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1712,BIB AOUT I,,"AOUT , 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1713,BIB AOUT II,,"AOUT, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1714,BIB AOUT III,,"AOUT, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1715,BIB AOUT IV,,"AOUT, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1716,BIB SEPTEMBRE,,"SEPTEMBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1717,BIB OCTOBRE I,,"OCTOBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1718,BIB OCTOBRE II,,"OCTOBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1719,BIB NOVEMBRE I,,"NOVEMBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1720,BIB NOVEMBRE II,,"NOVEMBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1721,BIB DECEMBRE I,,"DECEMBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1722,BIB DECEMBRE II,,"DECEMBRE, 2003",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1723,BICIA JANVIER,,"JANVIER, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1724,BICIA FEVRIER I,,"FEVRIER, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1725,BICIA FEVRIER II,,"FEVRIER, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1726,BICIA MARS I,,"MARS, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1727,BICIA MARS II,,"MARS, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1728,BICIA AVRIL,,"AVRIL, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1729,BICIA MAI,,"MAI, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1730,BICIA JUIN,,"JUIN, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1731,BICIA JUILLET,,"JUILLET, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1732,BICIA AOUT,,"AOUT, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1733,BICIA SEPTEMBRE I,,"SEPTEMBRE, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1734,BICIA SEPTEMBRE II,,"SEPTEMBRE, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1735,BICIA SEPTEMBRE III,,"SEPTEMBRE, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1736,BICIA SEPTEMBRE IV,,"SEPTEMBRE, 2003",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
