date_versement,date_enregistrement,provenance,cote,titre,contenu,analyse,dates_extremes,annee,duree_utilite,sort_final,initial,niveau_description,importance_materielle,ged
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0002/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVER TELEX 1986,ENREGISTREMENT; TELEX, CAHIER, 1986,1986, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0003/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE TELEX DE 1989,ENREGISTREMENT; TELEX, CAHIER, 1989,1989, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0004/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE TELEX DE JUILLET 1990 A FEVRIER 1994,ENREGISTREMENT; TELEX, REGISTRE, JUILLET 1990 - FEVRIER 1994,1990; 1991; 1992; 1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0005/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 1990 A JUIN 1990,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 1990 - JUIN 1990,1990, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0006/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE TELEX DE AOUT 1990 A AOUT 1994,ENREGISTREMENT; TELEX, REGISTRE, AOUT 1990 - AOUT 1994,1990; 1991; 1992; 1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0007/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEEDE AOUT1990 A JANVIER 1991,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 1990 - JANVIER 1991,1990; 1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0008/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1991 A FEVRIER 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1991 - FEVRIER 1992,1991; 1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0009/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1991 A JUIN 1991,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1991 - JUIN 1991,1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0010/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1991 A JUILLET 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1991 - JUILLET 1992,1991; 1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0011/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 1991 A FEVRIER 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 1991 - FEVRIER 1992,1991; 1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0012/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1992 A AOUT 1992,ENREGISTREMENT, REGISTRE, FEVRIER 1992 - AOUT 1992,1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0013/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1992 A DECEMBRE 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1992 - DECEMBRE 1996,1992; 1993; 1994; 1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0014/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DE NOVEMBRE 1992 A MARS 1993,ENREGISTREMENT; COURRIER, REGISTRE, NOVEMBRE 1992 - MARS 1993,1992; 1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0015/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DE AOUT 1992 A NOVEMBRE 1992,ENREGISTREMENT; COURRIER, REGISTRE, AOUT 1992 - NOVEMBRE 1992,1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0016/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1992 A AVRIL 1994,ENREGISTREMENT; COURRIER, REGISTRE, JUILLET 1992 - AVRIL 1994,1992; 1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0017/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1993 A FEVRIER 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1993 - FEVRIER 1995,1993; 1994; 1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0018/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DE MARS 1993 A JUILLET 1993,ENREGISTREMENT; COURRIER, REGISTRE, MARS 1993 - JUILLET 1993,1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0019/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEEDE JUILLET 1993 A DECEMBRE 1993,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1993 - DECEMBRE 1993,1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0020/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1993 A MAI 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1993 - MAI 1994,1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0021/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1993 A OCTOBRE 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1993 - OCTOBE 1994,1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0022/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1994 A NOVEMBRE 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1994 - NOVEMBRE 1996,1994; 1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0023/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1994 A SEPTEMBRE 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1994 - SEPTEMBRE 1994,1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0024/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1994,ENREGISTREMENT; COURRIER ARRIVEE; TELEX, CAHIER, JUIN 1994,1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0025/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1994 A JANVIER 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1994 - JANVIER 1995,1994; 1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0026/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 1994 A AVRIL 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 1994 - AVRIL 1996,1994; 1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0027/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE OCTOBRE 1994 A DECEMBRE 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, 1OCTOBRE 1994 - DECEMBRE 1995,1994; 1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0028/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER  ARRIVEE DE JANVIER 1995 A MAI 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1995 - MAI 1995,1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0029/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 1995 A AOUT 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 1995 - AOUT 2000,1995; 1996; 1997; 1998; 1999; 2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0030/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1995 A SEPTEMBRE 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1995 - SEPTEMBRE 1995,1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0031/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1995 A MAI 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1995 - MAI 1997,1995; 1996; 1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0032/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1995 A JANVIER 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 1995 - JANVIER 1997,1995; 1996; 1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0033/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1995 A FEVRIER 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1995 - FEVRIER 1996,1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0034/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1996 A MAI 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 1996 - MAI 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0035/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 1996 A SEPTEMBRE 1998,ENREGISTREMENT; COURRIER ARRVIVEE, REGISTRE, AVRIL 1996 - SEPTEMBRE 1998,1996; 1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0036/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1996 A AOUT 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1996 - AOUT 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0037/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 1996 A DECEMBRE 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUUT 1996 - DECEMBRE 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0038/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1996 A DECEMBRE 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1996 - DECEMBRE 1998,1996; 1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0039/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1996 A MARS 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1996 - MARS 1997,1996; 1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE, 0039/REC
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0040/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER DE 1997 A AVRIL 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1997 - AVRIL 1998,1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0041/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 1997 A JUIN 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 1997 - JUIN 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0042/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1997 A DECEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1997 - DECEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0043/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1997 A SEPTEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1997 - SEPTEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0044/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1997 A DECEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1997 - DECEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0045/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1997 A MARS 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1997 - MARS 1998,1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0046/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1997 A JUIN 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1997 - JUIN 1998,1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0047/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 1998 A JUIN 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 1998 - JUIN 1998,1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0048/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 1998 A JUIN 1999,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AVRIL 1998 - JUIN 1999,1998; 1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0049/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1998 A DECEMBRE 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1998 - DECEMBRE 1998,1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0050/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1998 A SEPTEMBRE 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1998 - SEPTEMBRE 1998,1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0051/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1998 A JUIN 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1998 - JUIN 1999,1998; 1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0052/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1998 A JUILLET 1999,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1998 - JUILLET 1999,1998; 1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0053/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1998 A SEPTEMBRE 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1998 - SEPTEMBRE 2000,1998; 1999; 2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0054/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1999 A DECEMBRE 1999,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1999 - DECEMBRE 1999,1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0055/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 1999 A OCTOBRE 1999,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 1999 - OCTOBRE 1999,1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0056/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DEPART DE JUIN 1999 A OCTOBRE 1999,ENREGISTREMENT; COURRIER DEPART, REGISTRE, JUIN 1999 - OCTOBRE 1999,1999, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0057/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1999 A DECEMBRE 2008,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1999 - DECEMBRE 2008,1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0058/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE OCTOBRE 1999 A MARS 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, OCTOBRE 1999 - MARS 2000,1999; 2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0059/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 1999 A AVRIL 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 1999 - AVRIL 2000,1999; 2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0060/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 2000 A JUILLET 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 2000 - JUILLET 2000,2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0061/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 2000 A OCTOBRE 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AVRIL 2000 - OCTOBRE 2000,2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0062/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 2000 A JUIN 2001,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 2000  - JUIN 2001,2000; 2001, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0063/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 2000 A OCTOBRE 2000,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 2000 - OCTOBRE 2000,2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 09-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0064/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE OCTOBRE 2000 A JUILLET 2002,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, OCTOBRE 2000 - JUILLET 2001,2000; 2001; 2002, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
